Case ID,Country,Crime Type,Reason for Crime,Year,Reported Cases
3689,Brazil,Social Engineering,Financial Gain,2015,1348
3690,Canada,Social Engineering,Revenge,2000,4316
3711,United States,Social Engineering,Challenge,2019,1608
3717,Canada,Social Engineering,Revenge,2000,1304
3721,United Kingdom,Social Engineering,Espionage,2014,3210
3726,Canada,Social Engineering,Organized Crime,2018,3452
3737,Russia,Social Engineering,Financial Gain,2018,206
3748,United States,Social Engineering,Espionage,2021,3241
3752,Russia,Social Engineering,Financial Gain,2019,539
3753,China,Social Engineering,Espionage,2015,3727
3760,Germany,Social Engineering,Peer Influence,2012,1646
3780,China,Social Engineering,Challenge,2020,3073
3782,United Kingdom,Social Engineering,Espionage,2009,581
3817,India,Social Engineering,Financial Gain,2000,1891
3821,United Kingdom,Social Engineering,Espionage,2007,2828
3824,Nigeria,Social Engineering,Espionage,2020,3771
3832,Nigeria,Social Engineering,Peer Influence,2023,1344
3833,United States,Social Engineering,Organized Crime,2014,3047
3835,South Africa,Social Engineering,Organized Crime,2008,3419
3840,India,Social Engineering,Espionage,2006,4447
3845,United Kingdom,Social Engineering,Political Motive,2003,4792
3846,Australia,Social Engineering,Financial Gain,2004,4042
3853,China,Social Engineering,Organized Crime,2017,2006
3856,India,Social Engineering,Espionage,2018,1617
3890,Australia,Social Engineering,Organized Crime,2020,2798
3902,United States,Social Engineering,Espionage,2016,3957
3908,India,Social Engineering,Financial Gain,2006,1274
3927,Russia,Social Engineering,Challenge,2007,4577
3928,Russia,Social Engineering,Organized Crime,2013,2469
3929,United States,Social Engineering,Revenge,2023,1594
3966,Nigeria,Social Engineering,Organized Crime,2005,925
3980,Brazil,Social Engineering,Organized Crime,2013,3898
4000,Brazil,Social Engineering,Financial Gain,2014,3235
4010,Russia,Social Engineering,Political Motive,2008,710
4016,Germany,Social Engineering,Espionage,2007,2809
4021,United Kingdom,Social Engineering,Challenge,2002,407
4028,China,Social Engineering,Peer Influence,2022,3248
4037,United Kingdom,Social Engineering,Peer Influence,2010,4266
4043,Brazil,Social Engineering,Unemployment,2002,4277
4045,China,Social Engineering,Financial Gain,2004,3043
4057,South Africa,Social Engineering,Espionage,2007,4440
4066,Brazil,Social Engineering,Revenge,2012,3137
4070,China,Social Engineering,Political Motive,2008,2941
4072,China,Social Engineering,Challenge,2021,2596
4073,Germany,Social Engineering,Peer Influence,2004,1355
4093,China,Social Engineering,Peer Influence,2010,332
4110,Brazil,Social Engineering,Espionage,2009,4159
4120,South Africa,Social Engineering,Revenge,2015,3096
4131,Russia,Social Engineering,Peer Influence,2021,1080
4154,Russia,Social Engineering,Organized Crime,2002,135
4161,India,Social Engineering,Organized Crime,2013,1702
4181,Australia,Social Engineering,Financial Gain,2021,611
4184,South Africa,Social Engineering,Revenge,2017,580
4189,United States,Social Engineering,Political Motive,2013,101
4190,Canada,Social Engineering,Challenge,2003,4791
4232,Canada,Social Engineering,Espionage,2023,212
4260,China,Social Engineering,Financial Gain,2021,1142
4273,Germany,Social Engineering,Organized Crime,2002,4961
4278,Australia,Social Engineering,Peer Influence,2004,702
4284,Canada,Social Engineering,Financial Gain,2012,3341
4289,China,Social Engineering,Challenge,2001,3411
4294,United States,Social Engineering,Political Motive,2021,1289
4309,United Kingdom,Social Engineering,Espionage,2022,4710
4320,United Kingdom,Social Engineering,Espionage,2009,3906
4326,Germany,Social Engineering,Challenge,2005,955
4331,United States,Social Engineering,Peer Influence,2003,3170
4336,Canada,Social Engineering,Financial Gain,2002,4290
4343,Brazil,Social Engineering,Political Motive,2017,3804
4346,South Africa,Social Engineering,Challenge,2007,4000
4385,United States,Social Engineering,Organized Crime,2020,2634
4391,Canada,Social Engineering,Revenge,2006,901
4411,Brazil,Social Engineering,Financial Gain,2017,873
4428,Canada,Social Engineering,Political Motive,2020,3648
4432,Russia,Social Engineering,Financial Gain,2006,2157
4455,Nigeria,Social Engineering,Political Motive,2020,2720
4459,Brazil,Social Engineering,Unemployment,2006,1984
4461,South Africa,Social Engineering,Challenge,2019,3606
4462,Australia,Social Engineering,Revenge,2012,146
4467,South Africa,Social Engineering,Challenge,2019,926
4469,United Kingdom,Social Engineering,Organized Crime,2022,4899
4480,Nigeria,Social Engineering,Espionage,2000,591
4483,Australia,Social Engineering,Challenge,2010,2693
4485,Nigeria,Social Engineering,Unemployment,2002,2944
4500,India,Social Engineering,Peer Influence,2018,1280
4504,South Africa,Social Engineering,Espionage,2020,3395
4530,China,Social Engineering,Unemployment,2013,808
4532,China,Social Engineering,Peer Influence,2013,3401
4534,United States,Social Engineering,Political Motive,2007,1203
4545,United Kingdom,Social Engineering,Financial Gain,2004,4936
4561,Brazil,Social Engineering,Peer Influence,2004,4900
4573,Canada,Social Engineering,Financial Gain,2002,3298
4582,United Kingdom,Social Engineering,Peer Influence,2005,1276
4604,South Africa,Social Engineering,Espionage,2013,2293
4611,United Kingdom,Social Engineering,Espionage,2011,3319
4620,Germany,Social Engineering,Financial Gain,2018,2320
4628,Russia,Social Engineering,Political Motive,2019,347
4647,Germany,Social Engineering,Financial Gain,2006,637
4665,South Africa,Social Engineering,Peer Influence,2008,4903
4671,United Kingdom,Social Engineering,Challenge,2017,668
4675,India,Social Engineering,Unemployment,2000,746
4678,South Africa,Social Engineering,Political Motive,2001,3694
4681,India,Social Engineering,Challenge,2010,261
4684,Nigeria,Social Engineering,Political Motive,2020,1048
4686,Russia,Social Engineering,Financial Gain,2003,3354
4692,India,Social Engineering,Revenge,2000,695
4699,South Africa,Social Engineering,Challenge,2007,374
4705,South Africa,Social Engineering,Revenge,2013,516
4710,Russia,Social Engineering,Financial Gain,2003,4250
4726,Brazil,Social Engineering,Organized Crime,2017,4835
13,Nigeria,Cyberbullying,Unemployment,2017,4427
18,Nigeria,Cyberbullying,Espionage,2007,2087
19,United Kingdom,Cyberbullying,Peer Influence,2013,458
51,South Africa,Cyberbullying,Challenge,2019,4767
66,Russia,Cyberbullying,Espionage,2005,3521
91,Brazil,Cyberbullying,Organized Crime,2016,3123
97,United States,Cyberbullying,Revenge,2022,508
107,United Kingdom,Cyberbullying,Unemployment,2023,4842
193,China,Cyberbullying,Organized Crime,2012,795
197,India,Cyberbullying,Challenge,2018,2852
210,India,Cyberbullying,Espionage,2015,412
212,United Kingdom,Cyberbullying,Unemployment,2012,4464
218,Nigeria,Cyberbullying,Peer Influence,2020,3183
219,Nigeria,Cyberbullying,Peer Influence,2012,1026
229,United States,Cyberbullying,Challenge,2011,1529
231,South Africa,Cyberbullying,Unemployment,2010,3365
233,Australia,Cyberbullying,Organized Crime,2007,4776
247,Nigeria,Cyberbullying,Espionage,2001,3958
294,India,Cyberbullying,Financial Gain,2020,3235
297,Brazil,Cyberbullying,Financial Gain,2006,2529
300,Brazil,Cyberbullying,Challenge,2005,1149
315,South Africa,Cyberbullying,Unemployment,2017,814
324,Germany,Cyberbullying,Challenge,2004,2751
331,Germany,Cyberbullying,Espionage,2014,2835
339,South Africa,Cyberbullying,Unemployment,2001,1433
346,Germany,Cyberbullying,Unemployment,2018,503
350,Australia,Cyberbullying,Organized Crime,2019,2227
355,United Kingdom,Cyberbullying,Challenge,2014,3802
362,Nigeria,Cyberbullying,Revenge,2008,2205
374,South Africa,Cyberbullying,Unemployment,2019,3331
377,Russia,Cyberbullying,Financial Gain,2012,1842
388,Brazil,Cyberbullying,Organized Crime,2013,2398
399,Russia,Cyberbullying,Financial Gain,2008,2788
400,United States,Cyberbullying,Espionage,2019,1597
427,Canada,Cyberbullying,Peer Influence,2015,764
473,Brazil,Cyberbullying,Challenge,2022,3969
474,Nigeria,Cyberbullying,Peer Influence,2009,4844
478,United Kingdom,Cyberbullying,Financial Gain,2000,306
482,United Kingdom,Cyberbullying,Peer Influence,2020,4152
492,South Africa,Cyberbullying,Challenge,2010,3887
497,South Africa,Cyberbullying,Organized Crime,2008,2695
499,Nigeria,Cyberbullying,Challenge,2004,762
500,Australia,Cyberbullying,Organized Crime,2000,3162
502,Canada,Cyberbullying,Challenge,2001,3244
518,United Kingdom,Cyberbullying,Organized Crime,2009,4811
530,Australia,Cyberbullying,Challenge,2016,2094
532,South Africa,Cyberbullying,Organized Crime,2020,1160
545,China,Cyberbullying,Challenge,2014,2035
561,Canada,Cyberbullying,Espionage,2020,1615
562,Germany,Cyberbullying,Peer Influence,2012,147
583,Canada,Cyberbullying,Unemployment,2004,2406
604,Brazil,Cyberbullying,Challenge,2016,4806
605,Russia,Cyberbullying,Challenge,2022,1086
616,Canada,Cyberbullying,Challenge,2001,2001
632,Nigeria,Cyberbullying,Espionage,2000,1481
647,India,Cyberbullying,Challenge,2004,3415
663,Russia,Cyberbullying,Challenge,2018,1167
666,Russia,Cyberbullying,Unemployment,2017,791
677,Germany,Cyberbullying,Unemployment,2006,559
679,Brazil,Cyberbullying,Challenge,2023,1032
698,India,Cyberbullying,Espionage,2017,746
730,Australia,Cyberbullying,Unemployment,2018,4620
733,Nigeria,Cyberbullying,Espionage,2016,1808
747,Nigeria,Cyberbullying,Revenge,2011,3359
758,Germany,Cyberbullying,Challenge,2022,315
761,Canada,Cyberbullying,Organized Crime,2005,4513
766,South Africa,Cyberbullying,Organized Crime,2010,35
779,United Kingdom,Cyberbullying,Unemployment,2015,4476
785,Australia,Cyberbullying,Revenge,2013,303
788,India,Cyberbullying,Organized Crime,2017,3575
809,China,Cyberbullying,Financial Gain,2007,3910
814,China,Cyberbullying,Organized Crime,2007,2307
816,China,Cyberbullying,Espionage,2001,876
833,Brazil,Cyberbullying,Unemployment,2013,1422
834,Russia,Cyberbullying,Espionage,2018,1802
835,Brazil,Cyberbullying,Challenge,2019,4088
845,United Kingdom,Cyberbullying,Financial Gain,2002,2482
847,China,Cyberbullying,Unemployment,2010,564
849,India,Cyberbullying,Challenge,2006,1086
855,United Kingdom,Cyberbullying,Peer Influence,2009,3217
881,Nigeria,Cyberbullying,Peer Influence,2011,262
887,United Kingdom,Cyberbullying,Challenge,2021,681
891,China,Cyberbullying,Financial Gain,2021,2036
892,United States,Cyberbullying,Financial Gain,2000,2183
893,Brazil,Cyberbullying,Peer Influence,2005,1880
898,Nigeria,Cyberbullying,Financial Gain,2021,3667
945,Russia,Cyberbullying,Challenge,2021,722
954,South Africa,Cyberbullying,Organized Crime,2009,2798
967,India,Cyberbullying,Peer Influence,2013,3092
969,South Africa,Cyberbullying,Revenge,2007,2170
975,Brazil,Cyberbullying,Organized Crime,2003,359
986,United States,Cyberbullying,Revenge,2016,464
1001,India,Cyberbullying,Peer Influence,2010,1857
1005,Nigeria,Cyberbullying,Financial Gain,2002,1435
1007,Brazil,Cyberbullying,Challenge,2001,1514
1033,Brazil,Cyberbullying,Unemployment,2021,776
1035,South Africa,Cyberbullying,Revenge,2017,4633
1036,United States,Cyberbullying,Revenge,2006,1521
1039,Germany,Cyberbullying,Espionage,2017,1876
1044,Australia,Cyberbullying,Espionage,2013,2813
1047,Canada,Cyberbullying,Financial Gain,2021,1551
1053,United States,Cyberbullying,Financial Gain,2016,1856
1065,Nigeria,Cyberbullying,Revenge,2003,4737
1081,South Africa,Cyberbullying,Financial Gain,2018,2476
1088,Australia,Cyberbullying,Financial Gain,2010,4244
1100,Australia,Cyberbullying,Peer Influence,2009,4544
1103,India,Cyberbullying,Challenge,2014,842
1118,China,Cyberbullying,Financial Gain,2021,636
1139,South Africa,Cyberbullying,Revenge,2011,793
1140,Nigeria,Cyberbullying,Challenge,2007,4804
1192,Canada,Cyberbullying,Financial Gain,2010,1149
1201,United Kingdom,Cyberbullying,Challenge,2012,4156
1218,United Kingdom,Cyberbullying,Financial Gain,2017,1764
1220,China,Cyberbullying,Espionage,2021,4718
1274,Brazil,Cyberbullying,Espionage,2006,479
1300,China,Cyberbullying,Peer Influence,2021,955
1305,Canada,Cyberbullying,Unemployment,2004,1311
1312,United States,Cyberbullying,Challenge,2015,2329
1321,South Africa,Cyberbullying,Unemployment,2002,1227
1344,Russia,Cyberbullying,Organized Crime,2005,1546
1386,United Kingdom,Cyberbullying,Revenge,2022,4185
1388,South Africa,Cyberbullying,Unemployment,2012,2193
1395,India,Cyberbullying,Organized Crime,2002,2927
1420,India,Cyberbullying,Financial Gain,2013,1449
1424,India,Cyberbullying,Revenge,2016,3762
1426,Australia,Cyberbullying,Revenge,2009,2006
1435,Russia,Cyberbullying,Revenge,2014,317
1451,Brazil,Cyberbullying,Revenge,2004,1783
1464,South Africa,Cyberbullying,Unemployment,2007,2717
1471,China,Cyberbullying,Peer Influence,2020,4825
1475,Russia,Cyberbullying,Organized Crime,2007,3490
1478,Nigeria,Cyberbullying,Peer Influence,2020,2549
1484,Germany,Cyberbullying,Organized Crime,2017,4350
1530,Australia,Cyberbullying,Revenge,2009,2370
1534,Canada,Cyberbullying,Peer Influence,2016,1592
1566,United Kingdom,Cyberbullying,Espionage,2014,403
1588,United Kingdom,Cyberbullying,Peer Influence,2015,1147
1609,China,Cyberbullying,Challenge,2012,4409
1611,Nigeria,Cyberbullying,Revenge,2002,3106
1620,United States,Cyberbullying,Unemployment,2000,1603
1632,Germany,Cyberbullying,Unemployment,2022,269
1639,Australia,Cyberbullying,Revenge,2021,2290
1641,United States,Cyberbullying,Peer Influence,2002,91
1650,Germany,Cyberbullying,Peer Influence,2008,1967
1657,United Kingdom,Cyberbullying,Organized Crime,2016,4542
1666,India,Cyberbullying,Peer Influence,2008,3366
1668,Brazil,Cyberbullying,Unemployment,2017,4773
1676,South Africa,Cyberbullying,Challenge,2019,2631
1679,South Africa,Cyberbullying,Organized Crime,2011,244
1692,Russia,Cyberbullying,Organized Crime,2013,1644
1702,United Kingdom,Cyberbullying,Challenge,2009,3658
1706,United States,Cyberbullying,Espionage,2023,4720
1707,Brazil,Cyberbullying,Peer Influence,2010,1850
1711,South Africa,Cyberbullying,Espionage,2016,2983
1743,Australia,Cyberbullying,Organized Crime,2020,2943
1747,Brazil,Cyberbullying,Unemployment,2007,2380
1765,Brazil,Cyberbullying,Unemployment,2010,1800
1774,Canada,Cyberbullying,Unemployment,2021,1121
1777,United Kingdom,Cyberbullying,Peer Influence,2004,1483
1778,South Africa,Cyberbullying,Peer Influence,2011,209
1781,United Kingdom,Cyberbullying,Revenge,2005,1756
1786,India,Cyberbullying,Peer Influence,2023,989
1792,Australia,Cyberbullying,Unemployment,2014,4732
1794,Germany,Cyberbullying,Financial Gain,2012,4894
1798,Russia,Cyberbullying,Challenge,2023,1156
1808,United Kingdom,Cyberbullying,Peer Influence,2015,1733
1810,United States,Cyberbullying,Financial Gain,2002,3777
1814,China,Cyberbullying,Peer Influence,2022,2486
1817,India,Cyberbullying,Revenge,2011,4168
1853,Russia,Cyberbullying,Unemployment,2005,2686
1862,Canada,Cyberbullying,Espionage,2014,767
1875,United Kingdom,Cyberbullying,Organized Crime,2017,1369
1880,Germany,Cyberbullying,Revenge,2022,315
1889,Nigeria,Cyberbullying,Revenge,2011,3468
1908,Russia,Cyberbullying,Espionage,2014,154
1921,Russia,Cyberbullying,Financial Gain,2012,3759
1925,Canada,Cyberbullying,Espionage,2022,1101
1946,United States,Cyberbullying,Peer Influence,2004,4737
1951,Brazil,Cyberbullying,Organized Crime,2005,1903
1978,United States,Cyberbullying,Unemployment,2018,3911
1984,China,Cyberbullying,Espionage,2014,2672
2024,India,Cyberbullying,Peer Influence,2004,3392
2026,Nigeria,Cyberbullying,Unemployment,2005,2170
2031,United States,Cyberbullying,Revenge,2006,3748
2041,Canada,Cyberbullying,Organized Crime,2019,145
2046,Brazil,Cyberbullying,Financial Gain,2016,3204
2049,Australia,Cyberbullying,Financial Gain,2003,4792
2051,Germany,Cyberbullying,Organized Crime,2023,2299
2056,Germany,Cyberbullying,Peer Influence,2013,2138
2072,China,Cyberbullying,Unemployment,2000,2968
2079,United Kingdom,Cyberbullying,Organized Crime,2001,4059
2084,India,Cyberbullying,Revenge,2015,3478
2087,Brazil,Cyberbullying,Challenge,2010,731
2106,Canada,Cyberbullying,Revenge,2020,4407
2116,Canada,Cyberbullying,Unemployment,2008,4247
2124,India,Cyberbullying,Unemployment,2011,4473
2128,United States,Cyberbullying,Peer Influence,2008,1801
2136,South Africa,Cyberbullying,Revenge,2010,2337
2143,Canada,Cyberbullying,Financial Gain,2001,2245
2167,Canada,Cyberbullying,Organized Crime,2004,3080
2170,Canada,Cyberbullying,Peer Influence,2013,3730
2184,Germany,Cyberbullying,Organized Crime,2010,4397
2186,South Africa,Cyberbullying,Financial Gain,2009,3728
2191,Australia,Cyberbullying,Challenge,2013,2916
2197,United Kingdom,Cyberbullying,Espionage,2017,2835
2199,Russia,Cyberbullying,Peer Influence,2014,1079
2217,Brazil,Cyberbullying,Unemployment,2023,4306
2224,China,Cyberbullying,Challenge,2003,2771
2229,Australia,Cyberbullying,Organized Crime,2002,4954
2253,China,Cyberbullying,Espionage,2022,2802
2256,Nigeria,Cyberbullying,Challenge,2007,2494
2284,Australia,Cyberbullying,Organized Crime,2005,4079
2285,India,Cyberbullying,Revenge,2003,1085
2291,Canada,Cyberbullying,Espionage,2012,3362
2302,Canada,Cyberbullying,Peer Influence,2007,566
2309,Germany,Cyberbullying,Revenge,2022,1822
2324,Germany,Cyberbullying,Organized Crime,2009,3048
2333,United States,Cyberbullying,Espionage,2015,3960
2335,Canada,Cyberbullying,Peer Influence,2020,2515
2337,United States,Cyberbullying,Financial Gain,2013,3947
2362,China,Cyberbullying,Espionage,2007,2906
2365,Australia,Cyberbullying,Unemployment,2014,433
2370,United Kingdom,Cyberbullying,Challenge,2001,749
2374,Canada,Cyberbullying,Revenge,2006,3651
2397,Australia,Cyberbullying,Challenge,2016,864
2401,Australia,Cyberbullying,Organized Crime,2022,1574
2402,Russia,Cyberbullying,Challenge,2015,1084
2414,Canada,Cyberbullying,Espionage,2022,221
2427,India,Cyberbullying,Financial Gain,2015,599
2433,United States,Cyberbullying,Revenge,2006,1710
2484,South Africa,Cyberbullying,Espionage,2014,3188
2489,United Kingdom,Cyberbullying,Unemployment,2021,1341
2494,United Kingdom,Cyberbullying,Challenge,2008,3065
2499,Russia,Cyberbullying,Organized Crime,2001,1330
2505,India,Cyberbullying,Financial Gain,2019,4414
2507,Brazil,Cyberbullying,Challenge,2019,4460
2509,Brazil,Cyberbullying,Organized Crime,2001,2039
2530,Australia,Cyberbullying,Espionage,2005,141
2536,Germany,Cyberbullying,Unemployment,2016,4309
2552,Australia,Cyberbullying,Challenge,2010,2964
2571,South Africa,Cyberbullying,Revenge,2023,3187
2576,India,Cyberbullying,Organized Crime,2022,467
2581,United States,Cyberbullying,Financial Gain,2020,957
2602,South Africa,Cyberbullying,Espionage,2012,821
2608,South Africa,Cyberbullying,Espionage,2023,1694
2609,Brazil,Cyberbullying,Peer Influence,2006,3015
2626,India,Cyberbullying,Unemployment,2005,647
2638,China,Cyberbullying,Challenge,2023,3347
2651,Brazil,Cyberbullying,Revenge,2021,3239
2657,India,Cyberbullying,Espionage,2013,3075
2665,Nigeria,Cyberbullying,Revenge,2004,1915
2666,Germany,Cyberbullying,Peer Influence,2020,2489
2668,Canada,Cyberbullying,Unemployment,2023,4631
2670,Nigeria,Cyberbullying,Espionage,2004,2108
2695,China,Cyberbullying,Unemployment,2005,2976
2711,United Kingdom,Cyberbullying,Revenge,2022,2212
2718,South Africa,Cyberbullying,Peer Influence,2009,1072
2721,United States,Cyberbullying,Financial Gain,2015,3924
2724,United Kingdom,Cyberbullying,Organized Crime,2015,631
2767,United Kingdom,Cyberbullying,Espionage,2011,3208
2768,Australia,Cyberbullying,Revenge,2008,2173
2786,Brazil,Cyberbullying,Espionage,2001,1916
2798,Germany,Cyberbullying,Unemployment,2006,1542
2800,Canada,Cyberbullying,Organized Crime,2006,580
2810,United Kingdom,Cyberbullying,Organized Crime,2021,4123
2829,Germany,Cyberbullying,Organized Crime,2017,195
2876,Brazil,Cyberbullying,Peer Influence,2010,2446
2904,Nigeria,Cyberbullying,Organized Crime,2019,1268
2909,China,Cyberbullying,Espionage,2008,3802
2922,Germany,Cyberbullying,Challenge,2007,3547
2939,India,Cyberbullying,Financial Gain,2002,1882
2947,Russia,Cyberbullying,Financial Gain,2004,2818
2983,Canada,Cyberbullying,Espionage,2004,621
2986,Nigeria,Cyberbullying,Peer Influence,2002,2680
2987,China,Cyberbullying,Organized Crime,2021,3812
2995,Russia,Cyberbullying,Financial Gain,2010,2070
2998,Brazil,Cyberbullying,Organized Crime,2013,1726
3004,South Africa,Cyberbullying,Peer Influence,2007,2133
3013,Nigeria,Cyberbullying,Espionage,2015,4184
3030,Brazil,Cyberbullying,Financial Gain,2015,328
3050,Brazil,Cyberbullying,Financial Gain,2023,2657
3067,Russia,Cyberbullying,Challenge,2023,4425
3086,United Kingdom,Cyberbullying,Challenge,2020,1206
3088,China,Cyberbullying,Revenge,2003,3063
3098,United States,Cyberbullying,Challenge,2007,2316
3111,China,Cyberbullying,Espionage,2003,124
3123,Germany,Cyberbullying,Peer Influence,2003,2334
3125,Russia,Cyberbullying,Unemployment,2000,721
3132,China,Cyberbullying,Organized Crime,2006,1619
3139,India,Cyberbullying,Organized Crime,2010,4626
3152,Nigeria,Cyberbullying,Espionage,2008,1082
3162,Russia,Cyberbullying,Unemployment,2006,533
3166,Canada,Cyberbullying,Organized Crime,2018,4622
3172,Canada,Cyberbullying,Espionage,2002,3876
3180,United States,Cyberbullying,Challenge,2006,855
3236,Brazil,Cyberbullying,Challenge,2006,4245
3244,Germany,Cyberbullying,Financial Gain,2015,1892
3248,United States,Cyberbullying,Challenge,2017,343
3250,South Africa,Cyberbullying,Peer Influence,2005,2958
3269,Canada,Cyberbullying,Unemployment,2014,2989
3297,United States,Cyberbullying,Revenge,2001,937
3303,Australia,Cyberbullying,Unemployment,2015,1022
3304,Brazil,Cyberbullying,Revenge,2019,2937
3311,United Kingdom,Cyberbullying,Espionage,2002,755
3331,United States,Cyberbullying,Financial Gain,2005,2358
3334,Germany,Cyberbullying,Espionage,2007,3811
3335,Canada,Cyberbullying,Revenge,2002,1326
3360,Brazil,Cyberbullying,Unemployment,2012,2802
3379,Germany,Cyberbullying,Organized Crime,2010,2754
3380,United Kingdom,Cyberbullying,Financial Gain,2006,1218
3390,United Kingdom,Cyberbullying,Revenge,2022,4950
3391,South Africa,Cyberbullying,Peer Influence,2022,1589
3396,United States,Cyberbullying,Organized Crime,2009,3649
3406,Australia,Cyberbullying,Espionage,2006,2624
3429,Germany,Cyberbullying,Unemployment,2016,2488
3470,Russia,Cyberbullying,Peer Influence,2005,397
3479,United States,Cyberbullying,Financial Gain,2000,338
3482,Brazil,Cyberbullying,Espionage,2005,4612
3493,Brazil,Cyberbullying,Financial Gain,2021,4213
3494,Nigeria,Cyberbullying,Espionage,2011,4444
3505,South Africa,Cyberbullying,Financial Gain,2010,4134
3525,India,Cyberbullying,Espionage,2019,4959
3534,Russia,Cyberbullying,Espionage,2017,997
3541,Australia,Cyberbullying,Peer Influence,2003,1155
3550,Germany,Cyberbullying,Organized Crime,2010,1503
3557,Russia,Cyberbullying,Challenge,2019,1982
3576,India,Cyberbullying,Challenge,2004,3688
3578,United Kingdom,Cyberbullying,Organized Crime,2006,1374
3583,Germany,Cyberbullying,Unemployment,2005,3755
3593,Germany,Cyberbullying,Revenge,2010,3855
3604,United Kingdom,Cyberbullying,Unemployment,2015,3378
3619,Brazil,Cyberbullying,Espionage,2015,1129
3628,Australia,Cyberbullying,Unemployment,2018,3744
3676,Russia,Cyberbullying,Unemployment,2013,3595
3677,Germany,Cyberbullying,Unemployment,2011,3074
3699,Australia,Cyberbullying,Peer Influence,2011,2441
3709,India,Cyberbullying,Unemployment,2023,4843
3712,India,Cyberbullying,Espionage,2004,1783
3725,Germany,Cyberbullying,Unemployment,2003,3534
3729,United States,Cyberbullying,Peer Influence,2004,775
3747,Canada,Cyberbullying,Revenge,2002,2403
3766,China,Cyberbullying,Revenge,2012,4931
3774,India,Cyberbullying,Revenge,2022,1556
3783,India,Cyberbullying,Organized Crime,2023,4739
3802,China,Cyberbullying,Unemployment,2013,2090
3805,South Africa,Cyberbullying,Challenge,2019,3821
3857,India,Cyberbullying,Organized Crime,2014,4586
3860,Canada,Cyberbullying,Espionage,2006,4224
3878,Nigeria,Cyberbullying,Financial Gain,2022,2516
3893,South Africa,Cyberbullying,Organized Crime,2003,1472
3894,Canada,Cyberbullying,Revenge,2014,3916
3898,Russia,Cyberbullying,Financial Gain,2020,3822
3910,United States,Cyberbullying,Revenge,2001,4046
3914,United States,Cyberbullying,Revenge,2001,1951
3922,Russia,Cyberbullying,Peer Influence,2007,4071
3930,United States,Cyberbullying,Unemployment,2017,400
3933,South Africa,Cyberbullying,Organized Crime,2005,3268
3942,Brazil,Cyberbullying,Organized Crime,2015,4599
3957,Russia,Cyberbullying,Peer Influence,2018,930
3965,Australia,Cyberbullying,Financial Gain,2008,3686
3985,Russia,Cyberbullying,Financial Gain,2002,149
4005,China,Cyberbullying,Organized Crime,2010,1568
4041,India,Cyberbullying,Challenge,2023,2667
4054,Canada,Cyberbullying,Challenge,2015,2423
4061,Brazil,Cyberbullying,Financial Gain,2021,1745
4079,United States,Cyberbullying,Peer Influence,2008,4974
4086,Canada,Cyberbullying,Revenge,2019,1071
4099,Germany,Cyberbullying,Peer Influence,2015,4845
4113,Russia,Cyberbullying,Financial Gain,2013,4727
4129,Australia,Cyberbullying,Financial Gain,2006,3485
4134,Canada,Cyberbullying,Espionage,2012,4299
4141,China,Cyberbullying,Revenge,2004,919
4197,Russia,Cyberbullying,Challenge,2021,2577
4215,South Africa,Cyberbullying,Unemployment,2008,437
4216,United Kingdom,Cyberbullying,Unemployment,2018,2860
4217,India,Cyberbullying,Financial Gain,2011,4050
4228,Germany,Cyberbullying,Organized Crime,2005,1500
4230,China,Cyberbullying,Organized Crime,2000,3900
4240,Canada,Cyberbullying,Unemployment,2001,1271
4246,Russia,Cyberbullying,Financial Gain,2012,3151
4261,United Kingdom,Cyberbullying,Challenge,2008,4252
4264,India,Cyberbullying,Peer Influence,2022,338
4272,Nigeria,Cyberbullying,Revenge,2008,4401
4286,United Kingdom,Cyberbullying,Financial Gain,2019,1109
4296,United States,Cyberbullying,Financial Gain,2019,529
4298,Nigeria,Cyberbullying,Revenge,2010,3393
4301,India,Cyberbullying,Challenge,2021,3591
4302,Australia,Cyberbullying,Challenge,2017,2549
4305,China,Cyberbullying,Peer Influence,2006,1960
4312,Nigeria,Cyberbullying,Espionage,2016,4757
4322,Nigeria,Cyberbullying,Peer Influence,2017,3988
4324,China,Cyberbullying,Challenge,2005,4755
4329,Canada,Cyberbullying,Revenge,2012,4783
4337,Australia,Cyberbullying,Peer Influence,2000,1663
4358,Brazil,Cyberbullying,Financial Gain,2009,1733
4359,United Kingdom,Cyberbullying,Organized Crime,2010,2025
4388,Nigeria,Cyberbullying,Unemployment,2012,161
4419,Nigeria,Cyberbullying,Organized Crime,2012,3772
4424,Australia,Cyberbullying,Espionage,2020,2602
4431,Russia,Cyberbullying,Challenge,2006,2573
4479,South Africa,Cyberbullying,Financial Gain,2000,2795
4484,Russia,Cyberbullying,Organized Crime,2012,1343
4493,Nigeria,Cyberbullying,Organized Crime,2014,4020
4499,Russia,Cyberbullying,Revenge,2008,1986
4501,Brazil,Cyberbullying,Peer Influence,2006,1840
4509,United States,Cyberbullying,Espionage,2006,4346
4515,United States,Cyberbullying,Challenge,2014,4217
4516,South Africa,Cyberbullying,Financial Gain,2008,510
4517,Canada,Cyberbullying,Espionage,2005,3128
4522,Nigeria,Cyberbullying,Challenge,2012,3174
4528,Germany,Cyberbullying,Espionage,2014,4830
4554,China,Cyberbullying,Revenge,2010,2774
4562,United Kingdom,Cyberbullying,Unemployment,2018,1067
4578,Nigeria,Cyberbullying,Financial Gain,2009,2429
